,Team,Result,SRS,DRtg,MOV,ORtg,Age,DeFG%,SOS,OFT/FGA,ORB%,TOV,OeFG%
862,Washington Wizards,SF,0.48,104.6,1.27,106.0,26.3,0.504,-0.79,0.18100000000000002,25.2,14.7,0.506
15,Philadelphia 76ers,FR,2.39,104.6,2.2,106.8,27.7,0.484,0.2,0.299,34.6,19.9,0.49700000000000005
506,Boston Celtics,SF,-0.75,101.6,-0.39,101.2,26.9,0.47100000000000003,-0.36,0.22699999999999998,23.6,14.0,0.47
516,Los Angeles Lakers,SF,2.71,104.7,2.33,107.2,28.1,0.47700000000000004,0.38,0.228,30.2,14.5,0.486
707,Portland Trail Blazers,FR,5.0,107.8,5.34,113.9,24.0,0.499,-0.35,0.23399999999999999,32.6,12.9,0.511
904,Indiana Pacers,FR,1.62,102.9,1.71,104.6,26.9,0.489,-0.09,0.205,23.4,14.9,0.49700000000000005
146,Denver Nuggets,FR,1.56,106.7,1.41,108.0,29.5,0.501,0.15,0.217,29.1,13.9,0.478
158,Orlando Magic,NP,-8.73,114.3,-8.91,105.8,26.5,0.511,0.19,0.27399999999999997,33.7,17.2,0.467
659,Denver Nuggets,FR,3.74,106.3,3.71,110.0,28.5,0.499,0.03,0.26899999999999996,25.5,14.7,0.51
902,Golden State Warriors,LF,10.38,103.8,10.76,114.5,27.4,0.479,-0.38,0.191,23.5,15.2,0.563
228,Detroit Pistons,NP,-1.1,108.9,-1.39,107.4,29.9,0.5,0.29,0.198,34.6,14.0,0.473
82,New Jersey Nets,NP,-4.42,110.5,-5.05,105.6,26.2,0.488,0.63,0.282,33.2,19.7,0.48700000000000004
638,Milwaukee Bucks,NP,-4.43,111.7,-4.38,107.0,26.0,0.522,-0.06,0.209,27.6,15.1,0.504
969,Milwaukee Bucks,FR,-0.45,110.1,-0.3,109.8,25.9,0.528,-0.15,0.22,20.4,13.8,0.531
12,Milwaukee Bucks,CF,4.04,103.6,4.16,107.8,28.4,0.45899999999999996,-0.12,0.25,33.7,17.3,0.49700000000000005
661,Golden State Warriors,NP,2.38,109.5,2.21,111.8,25.5,0.509,0.17,0.20800000000000002,27.2,13.2,0.511
307,Dallas Mavericks,NP,-4.71,111.2,-4.9,106.1,25.1,0.526,0.19,0.192,34.1,15.5,0.47
633,Indiana Pacers,NP,-2.62,105.5,-2.44,102.9,27.2,0.491,-0.18,0.24600000000000002,28.4,16.3,0.474
892,Washington Wizards,SF,0.17,103.0,0.72,103.7,28.6,0.48100000000000004,-0.55,0.192,24.9,15.0,0.499
220,Washington Bullets,NP,-4.35,108.4,-4.46,103.9,26.1,0.493,0.11,0.20800000000000002,28.9,15.3,0.47100000000000003
804,Boston Celtics,FR,-0.62,103.3,-0.22,103.1,29.1,0.48200000000000004,-0.4,0.204,20.1,14.6,0.503
666,Memphis Grizzlies,NP,-5.76,111.4,-6.21,105.0,24.5,0.521,0.45,0.225,23.8,15.3,0.5
857,Portland Trail Blazers,SF,4.44,107.4,3.99,111.5,25.8,0.488,0.45,0.22,28.0,13.7,0.504
629,Denver Nuggets,FR,1.69,105.9,1.62,107.6,26.5,0.499,0.07,0.268,28.9,16.5,0.501
850,Minnesota Timberwolves,NP,3.1,106.2,2.67,108.9,26.3,0.518,0.43,0.249,27.4,13.9,0.486
531,Toronto Raptors,NP,-6.1,107.0,-5.87,100.5,27.6,0.489,-0.23,0.203,28.2,14.4,0.45799999999999996
349,Orlando Magic,FR,-0.07,106.0,-0.35,105.6,29.4,0.495,0.28,0.22699999999999998,30.9,15.2,0.48100000000000004
952,Washington Wizards,SF,1.36,109.3,1.8,111.2,26.0,0.524,-0.45,0.19899999999999998,24.1,14.2,0.528
619,Seattle SuperSonics,NP,-2.88,114.4,-3.02,111.1,25.6,0.527,0.15,0.24600000000000002,30.4,14.7,0.504
476,Atlanta Hawks,NP,-4.41,106.4,-4.23,101.8,25.7,0.495,-0.18,0.225,27.5,15.5,0.47100000000000003
364,Cleveland Cavaliers,FR,3.06,99.1,2.73,102.2,24.6,0.46,0.33,0.266,30.0,17.3,0.478
102,Los Angeles Clippers,NP,-10.24,107.6,-10.32,97.4,26.2,0.486,0.07,0.22899999999999998,30.9,18.7,0.449
706,Phoenix Suns,NP,1.62,111.6,1.93,113.6,29.5,0.511,-0.31,0.25,27.7,15.7,0.545
63,Portland Trail Blazers,FR,0.61,108.2,1.06,109.2,26.6,0.507,-0.45,0.294,32.8,18.6,0.501
570,Detroit Pistons,LF,3.31,101.2,3.87,105.6,27.9,0.461,-0.55,0.247,31.2,13.8,0.47200000000000003
265,New York Knicks,LF,6.48,98.2,6.99,105.7,28.9,0.451,-0.5,0.23199999999999998,34.4,16.6,0.483
206,Los Angeles Lakers,FR,-0.95,108.9,-1.1,107.7,28.3,0.493,0.15,0.25,32.7,13.3,0.465
550,New Jersey Nets,SF,1.88,98.0,2.5,100.8,27.7,0.46,-0.63,0.21899999999999997,25.9,14.7,0.47100000000000003
313,Los Angeles Clippers,NP,-3.46,110.3,-3.6,106.5,25.2,0.512,0.13,0.21,29.3,16.5,0.511
