,Team,Result,SRS,DRtg,MOV,ORtg,Age,DeFG%,SOS,OFT/FGA,ORB%,TOV,OeFG%
425,Detroit Pistons,FR,1.13,105.8,1.44,107.3,28.3,0.499,-0.31,0.295,26.8,15.7,0.49200000000000005
567,Cleveland Cavaliers,NP,0.27,105.7,0.79,106.6,26.5,0.485,-0.52,0.244,32.5,13.9,0.47
260,Los Angeles Lakers,NP,-3.93,109.3,-4.29,104.8,26.5,0.49200000000000005,0.36,0.193,33.2,14.6,0.466
308,Denver Nuggets,NP,-2.62,108.1,-2.71,105.2,26.8,0.49200000000000005,0.09,0.242,30.7,15.4,0.48100000000000004
161,Portland Trail Blazers,LF,6.48,104.4,6.32,110.5,26.7,0.479,0.16,0.26899999999999996,36.5,16.5,0.486
187,Phoenix Suns,FR,6.49,106.1,6.55,112.6,26.9,0.474,-0.06,0.287,33.0,15.9,0.506
355,Seattle SuperSonics,SF,6.91,102.7,7.68,111.2,30.0,0.49,-0.77,0.26899999999999996,30.9,15.0,0.51
53,Golden State Warriors,NP,-3.59,111.6,-3.45,108.3,26.8,0.524,-0.14,0.253,33.5,17.1,0.488
965,Los Angeles Clippers,NP,0.15,110.2,0.04,110.3,27.0,0.52,0.11,0.222,23.5,14.7,0.527
251,Chicago Bulls,SF,2.87,102.7,3.09,106.1,27.7,0.48200000000000004,-0.22,0.192,33.8,15.9,0.493
810,Denver Nuggets,FR,5.37,105.1,5.09,110.4,26.1,0.493,0.28,0.21600000000000003,31.4,15.3,0.515
903,Houston Rockets,FR,0.34,108.1,0.2,108.3,27.8,0.516,0.14,0.244,25.7,15.9,0.516
712,Washington Wizards,NP,-6.98,113.6,-7.46,105.4,26.9,0.5329999999999999,0.48,0.22399999999999998,27.7,14.0,0.48
676,Portland Trail Blazers,NP,-0.52,108.4,-0.98,107.3,24.1,0.491,0.45,0.21600000000000003,26.8,12.9,0.489
106,New York Knicks,FR,0.14,106.4,-0.49,105.9,25.3,0.486,0.63,0.242,36.0,18.5,0.47700000000000004
822,New York Knicks,SF,3.73,106.3,4.23,111.1,30.2,0.508,-0.5,0.196,25.6,12.0,0.515
637,Miami Heat,FR,-1.21,105.3,-0.91,104.3,29.3,0.485,-0.29,0.222,24.9,14.6,0.506
605,Los Angeles Lakers,FR,2.53,105.7,2.5,108.4,25.1,0.486,0.03,0.245,28.8,13.9,0.495
195,Boston Celtics,SF,3.41,107.0,3.62,110.8,29.2,0.469,-0.21,0.215,31.9,14.2,0.5
744,Boston Celtics,SF,4.83,100.3,5.37,106.2,29.5,0.469,-0.54,0.235,21.1,14.6,0.519
885,Philadelphia 76ers,NP,-9.04,104.8,-8.98,95.5,23.2,0.49700000000000005,-0.07,0.195,25.5,17.7,0.45899999999999996
441,San Antonio Spurs,FR,5.92,98.6,5.94,105.0,30.9,0.451,-0.02,0.258,27.8,15.0,0.488
95,Cleveland Cavaliers,FR,1.28,106.0,0.76,106.8,24.6,0.485,0.52,0.268,31.0,17.5,0.5
328,Utah Jazz,CF,6.25,106.1,6.59,113.3,29.5,0.489,-0.34,0.276,31.6,14.8,0.517
343,Los Angeles Lakers,SF,3.66,103.7,4.27,108.3,26.5,0.478,-0.61,0.243,31.6,14.9,0.496
450,Chicago Bulls,NP,-9.09,107.3,-9.1,97.2,23.2,0.499,0.01,0.22,26.6,15.8,0.45
955,Brooklyn Nets,NP,-3.67,110.6,-3.74,106.9,25.1,0.517,0.07,0.201,21.0,15.2,0.514
949,San Antonio Spurs,CF,7.13,103.5,7.2,111.1,29.6,0.49200000000000005,-0.06,0.21,24.0,13.4,0.524
437,Philadelphia 76ers,SF,1.02,100.0,1.34,101.5,27.1,0.466,-0.32,0.233,31.4,15.7,0.457
274,Washington Bullets,NP,-7.13,112.2,-7.38,104.5,25.8,0.526,0.25,0.237,31.2,17.1,0.484
883,Oklahoma City Thunder,NP,2.47,105.5,2.18,107.8,25.4,0.489,0.28,0.214,28.9,14.7,0.49200000000000005
91,Washington Bullets,FR,-1.02,107.0,-1.37,105.7,25.9,0.48,0.35,0.262,34.5,15.9,0.457
524,Orlando Magic,FR,-0.39,105.0,0.13,105.2,26.9,0.486,-0.53,0.239,27.0,14.4,0.478
238,New York Knicks,CF,5.87,99.7,6.16,106.1,28.3,0.444,-0.29,0.249,33.1,15.8,0.479
129,Milwaukee Bucks,SF,4.11,106.4,3.61,110.1,28.5,0.493,0.5,0.273,32.7,15.9,0.48700000000000004
145,Dallas Mavericks,FR,0.42,107.2,0.07,107.2,29.2,0.48100000000000004,0.35,0.254,30.3,15.0,0.48700000000000004
421,Chicago Bulls,NP,-9.23,104.6,-9.4,94.2,26.0,0.484,0.17,0.24,29.9,19.0,0.44299999999999995
745,Charlotte Bobcats,NP,-4.08,107.8,-4.0,103.4,26.9,0.5,-0.08,0.237,25.7,14.5,0.48200000000000004
25,Chicago Bulls,FR,-0.5,109.6,-0.84,108.7,25.2,0.495,0.34,0.287,32.2,17.8,0.502
76,Golden State Warriors,SF,-2.54,111.2,-2.34,108.9,26.9,0.503,-0.2,0.266,32.5,16.5,0.48700000000000004
496,Philadelphia 76ers,FR,1.27,100.3,1.6,102.1,29.0,0.46,-0.33,0.255,31.7,15.3,0.452
843,Houston Rockets,FR,5.06,106.3,4.56,111.0,25.4,0.489,0.5,0.275,27.4,16.1,0.531
886,Phoenix Suns,NP,-0.38,106.2,-0.9,105.3,25.7,0.49700000000000005,0.52,0.191,24.5,15.1,0.501
628,Dallas Mavericks,FR,7.28,103.2,7.22,111.3,28.1,0.47700000000000004,0.06,0.256,28.7,13.9,0.509
240,Philadelphia 76ers,NP,-5.25,110.4,-5.77,104.6,27.1,0.504,0.51,0.251,28.1,16.6,0.479
472,Toronto Raptors,SF,1.69,103.4,2.26,105.9,29.9,0.47600000000000003,-0.57,0.213,30.8,13.2,0.46799999999999997
234,Miami Heat,NP,-0.93,108.9,-1.15,107.7,25.2,0.495,0.21,0.27899999999999997,31.9,15.7,0.48100000000000004
693,Indiana Pacers,NP,-0.76,109.2,-1.11,108.1,26.5,0.499,0.35,0.215,25.4,14.5,0.501
926,Charlotte Hornets,NP,-0.07,108.6,0.2,108.8,26.5,0.523,-0.26,0.22699999999999998,19.9,11.5,0.501
337,Denver Nuggets,NP,-6.4,111.2,-6.28,104.5,28.6,0.501,-0.12,0.22699999999999998,28.8,16.6,0.486
739,San Antonio Spurs,SF,5.07,104.5,5.09,110.0,28.7,0.483,-0.02,0.21899999999999997,26.8,13.6,0.515
27,Dallas Mavericks,FR,1.8,109.3,2.17,111.5,25.0,0.51,-0.37,0.253,30.7,14.4,0.499
43,Seattle SuperSonics,NP,-5.44,108.2,-5.44,102.8,26.4,0.498,0.0,0.257,30.0,18.2,0.47700000000000004
654,Boston Celtics,WF,9.3,98.9,10.26,110.2,27.9,0.457,-0.95,0.267,26.6,15.2,0.522
377,New York Knicks,SF,2.74,100.3,2.46,103.0,30.2,0.455,0.28,0.218,29.5,15.2,0.47600000000000003
755,Los Angeles Lakers,SF,6.01,104.3,6.11,111.0,30.2,0.47700000000000004,-0.1,0.228,29.2,13.1,0.502
10,Kansas City Kings,FR,-1.62,108.0,-1.48,106.5,26.2,0.505,-0.15,0.268,32.4,18.3,0.49
38,New York Knicks,NP,-4.09,109.6,-4.63,104.9,25.8,0.499,0.54,0.24,31.7,17.8,0.48700000000000004
381,Portland Trail Blazers,FR,0.83,102.4,1.4,104.0,26.1,0.46,-0.57,0.256,33.0,16.9,0.47600000000000003
300,Utah Jazz,FR,7.76,105.7,7.99,114.3,29.6,0.496,-0.23,0.306,29.1,15.7,0.535
646,Portland Trail Blazers,NP,-3.78,109.9,-4.29,105.1,24.4,0.508,0.51,0.24100000000000002,28.2,15.1,0.483
866,Charlotte Hornets,NP,-3.44,103.5,-3.17,100.1,26.0,0.48700000000000004,-0.27,0.20199999999999999,22.1,11.9,0.456
243,Sacramento Kings,NP,-3.0,109.6,-3.17,106.5,26.5,0.502,0.17,0.257,30.7,16.6,0.48100000000000004
192,Utah Jazz,SF,3.18,105.1,3.33,108.6,28.7,0.473,-0.15,0.298,27.6,15.9,0.503
446,Washington Wizards,NP,-3.47,107.0,-3.28,103.5,28.0,0.489,-0.19,0.23399999999999999,30.6,16.1,0.47600000000000003
672,New York Knicks,NP,-6.55,111.9,-6.61,104.7,25.7,0.518,0.06,0.226,28.6,14.5,0.475
375,Minnesota Timberwolves,FR,0.17,107.1,0.71,107.8,26.4,0.48,-0.54,0.244,30.6,13.9,0.483
171,Cleveland Cavaliers,NP,-2.33,108.7,-2.46,106.1,26.8,0.49700000000000005,0.14,0.243,29.7,15.6,0.48700000000000004
304,Charlotte Hornets,NP,-0.48,111.8,-0.57,111.2,27.8,0.529,0.09,0.24600000000000002,29.5,15.1,0.514
453,Denver Nuggets,NP,-1.83,106.3,-2.46,103.7,27.9,0.47600000000000003,0.64,0.21100000000000002,28.3,13.9,0.47
52,Detroit Pistons,FR,1.44,107.9,1.17,109.0,26.5,0.496,0.27,0.23199999999999998,33.5,16.4,0.488
951,Utah Jazz,SF,4.0,105.3,3.94,109.6,26.8,0.493,0.06,0.215,23.2,13.6,0.526
420,Charlotte Hornets,FR,2.33,101.4,2.67,104.3,28.7,0.478,-0.34,0.285,25.7,14.7,0.475
681,Utah Jazz,SF,6.86,106.5,6.88,113.8,25.3,0.501,-0.01,0.265,29.5,14.6,0.528
623,Atlanta Hawks,NP,-4.86,108.3,-4.76,103.0,24.1,0.503,-0.1,0.263,29.2,15.9,0.47100000000000003
229,Golden State Warriors,NP,-0.94,110.2,-0.99,109.2,25.0,0.501,0.05,0.245,34.2,17.7,0.502
130,New Jersey Nets,NP,-5.69,109.3,-6.35,103.0,26.8,0.508,0.66,0.22899999999999998,32.7,17.7,0.474
253,Dallas Mavericks,NP,-8.19,109.6,-8.7,100.4,25.3,0.513,0.5,0.205,33.7,17.0,0.449
520,Minnesota Timberwolves,FR,2.46,103.8,2.07,106.1,28.2,0.47200000000000003,0.39,0.20600000000000002,28.2,13.7,0.488
23,Atlanta Hawks,NP,-1.14,107.3,-1.45,105.9,25.5,0.485,0.31,0.25,32.5,18.0,0.489
136,San Antonio Spurs,NP,-7.45,107.9,-7.28,100.9,25.6,0.5,-0.17,0.223,34.5,20.9,0.47200000000000003
477,Boston Celtics,CF,1.75,101.0,2.21,103.4,26.2,0.46399999999999997,-0.46,0.223,24.1,13.6,0.47600000000000003
459,Los Angeles Lakers,WF,3.74,104.8,3.38,108.4,29.2,0.46799999999999997,0.37,0.23800000000000002,31.1,14.4,0.498
644,Philadelphia 76ers,NP,-3.26,106.9,-3.02,103.6,26.2,0.501,-0.23,0.255,27.2,15.3,0.48
704,Orlando Magic,LF,6.48,101.9,6.7,109.2,27.3,0.465,-0.21,0.251,24.0,13.9,0.52
98,Detroit Pistons,LF,5.46,105.3,5.17,110.5,27.4,0.475,0.29,0.282,34.2,16.4,0.49700000000000005
944,Orlando Magic,NP,-6.61,110.5,-6.57,103.7,25.3,0.523,-0.04,0.184,21.6,13.3,0.489
578,Milwaukee Bucks,NP,-3.09,109.8,-2.99,106.6,26.9,0.499,-0.1,0.261,29.0,13.8,0.475
419,Boston Celtics,NP,-1.0,105.6,-0.76,104.8,25.4,0.498,-0.24,0.23600000000000002,30.4,15.4,0.474
298,San Antonio Spurs,CF,5.9,105.4,5.96,111.7,29.0,0.485,-0.06,0.275,30.9,15.2,0.516
899,Dallas Mavericks,FR,-0.02,107.0,-0.3,106.7,30.3,0.504,0.29,0.21100000000000002,20.6,12.8,0.502
78,Indiana Pacers,FR,-0.17,106.6,-0.65,106.0,25.9,0.48700000000000004,0.47,0.23199999999999998,30.5,15.6,0.478
488,Los Angeles Lakers,WF,7.15,101.7,7.12,109.4,27.9,0.45299999999999996,0.03,0.218,28.8,12.7,0.498
865,Brooklyn Nets,FR,-3.13,107.4,-2.88,104.4,28.6,0.506,-0.25,0.2,23.9,13.8,0.491
649,Seattle SuperSonics,NP,-2.45,110.3,-2.89,107.2,25.9,0.515,0.45,0.228,27.8,15.5,0.499
624,Boston Celtics,NP,-3.7,106.9,-3.41,103.2,23.5,0.502,-0.29,0.259,27.0,16.5,0.479
585,Phoenix Suns,CF,7.08,107.1,7.12,114.5,25.2,0.478,-0.04,0.222,27.5,13.7,0.534
271,San Antonio Spurs,FR,5.05,104.6,5.26,110.4,29.0,0.467,-0.21,0.239,35.6,14.6,0.494
301,Washington Bullets,NP,-5.56,111.3,-5.6,105.4,24.5,0.512,0.04,0.21100000000000002,29.3,15.9,0.49200000000000005
552,New York Knicks,FR,-1.97,103.3,-1.48,101.7,29.6,0.461,-0.49,0.21100000000000002,28.0,15.7,0.474
909,Milwaukee Bucks,NP,-3.98,108.7,-4.18,104.3,23.5,0.51,0.2,0.207,24.9,15.2,0.499
863,Atlanta Hawks,CF,4.75,103.1,5.43,108.9,27.8,0.49200000000000005,-0.68,0.201,21.4,14.2,0.527
503,Utah Jazz,FR,1.21,104.6,0.89,105.6,29.9,0.484,0.32,0.29100000000000004,33.5,16.5,0.47200000000000003
221,Atlanta Hawks,FR,-0.67,110.2,-0.87,109.3,27.1,0.516,0.2,0.22699999999999998,34.8,16.3,0.493
898,Cleveland Cavaliers,WF,5.45,104.5,6.0,110.9,28.1,0.496,-0.55,0.19399999999999998,25.1,13.6,0.524
563,Atlanta Hawks,NP,-9.62,111.1,-9.71,100.6,26.0,0.513,0.09,0.212,30.7,16.1,0.46399999999999997
428,Indiana Pacers,LF,4.15,103.6,4.6,108.5,30.4,0.469,-0.45,0.245,24.9,14.1,0.503
525,Philadelphia 76ers,SF,1.76,102.5,2.3,105.0,28.3,0.488,-0.55,0.263,30.3,14.8,0.466
316,Milwaukee Bucks,NP,-4.92,111.5,-5.3,105.6,27.5,0.52,0.38,0.218,29.7,15.8,0.495
651,Utah Jazz,CF,3.06,107.0,2.87,110.1,25.9,0.496,0.2,0.28300000000000003,31.7,15.6,0.502
679,Seattle SuperSonics,NP,-8.04,109.5,-8.76,100.5,25.4,0.503,0.72,0.204,26.8,16.0,0.467
730,New Jersey Nets,NP,-8.93,110.5,-9.12,100.6,24.8,0.517,0.19,0.24,25.1,14.4,0.45799999999999996
597,Cleveland Cavaliers,SF,2.17,105.4,2.23,107.8,27.1,0.49,-0.06,0.263,28.4,13.9,0.49200000000000005
259,Los Angeles Clippers,NP,-5.28,108.6,-5.72,102.9,27.0,0.494,0.44,0.21100000000000002,30.4,18.0,0.484
28,Denver Nuggets,CF,2.05,108.4,2.44,110.7,28.3,0.516,-0.39,0.253,33.6,16.9,0.491
30,Golden State Warriors,NP,-7.21,113.0,-7.34,106.0,26.1,0.54,0.13,0.257,34.5,17.8,0.47
312,Indiana Pacers,FR,3.11,107.2,3.24,110.8,29.4,0.491,-0.14,0.294,33.0,16.3,0.509
521,New Jersey Nets,LF,4.42,98.1,5.22,103.8,27.3,0.46,-0.8,0.252,28.7,14.8,0.46799999999999997
181,Milwaukee Bucks,FR,2.33,107.2,2.48,109.7,29.3,0.5,-0.15,0.258,31.8,16.1,0.499
287,Los Angeles Lakers,SF,-0.01,109.4,-0.22,109.1,25.9,0.5,0.21,0.215,31.3,15.2,0.5
353,Sacramento Kings,NP,-3.64,108.7,-3.38,105.0,27.4,0.495,-0.26,0.226,32.0,16.2,0.485
209,Minnesota Timberwolves,NP,-6.85,112.4,-7.05,105.0,26.4,0.49700000000000005,0.2,0.188,31.5,14.1,0.467
964,Indiana Pacers,FR,1.18,108.1,1.38,109.5,26.2,0.527,-0.2,0.17300000000000001,22.7,13.3,0.525
352,Portland Trail Blazers,FR,3.56,103.3,4.17,107.9,26.4,0.47100000000000003,-0.61,0.249,32.5,16.5,0.503
294,Philadelphia 76ers,NP,-5.06,109.7,-5.07,104.1,25.1,0.5,0.01,0.23800000000000002,32.3,16.5,0.475
445,Vancouver Grizzlies,NP,-5.1,108.5,-5.62,102.3,25.3,0.502,0.52,0.247,30.1,16.8,0.474
763,Oklahoma City Thunder,CF,3.81,107.2,3.79,111.2,23.7,0.493,0.02,0.299,27.4,14.1,0.501
620,Toronto Raptors,NP,-3.03,112.7,-2.99,109.5,25.9,0.53,-0.04,0.249,25.4,13.1,0.5
694,Los Angeles Clippers,NP,-8.47,111.7,-8.77,102.3,26.6,0.512,0.3,0.20199999999999999,25.1,14.9,0.48100000000000004
974,Orlando Magic,NP,-4.92,110.1,-4.82,105.2,25.6,0.525,-0.1,0.18,20.0,14.5,0.512
729,Minnesota Timberwolves,NP,-9.06,111.6,-9.6,101.7,24.1,0.525,0.54,0.207,26.7,16.3,0.478
433,Minnesota Timberwolves,FR,2.67,103.4,2.52,106.1,26.6,0.474,0.14,0.2,29.4,13.9,0.485
807,Chicago Bulls,SF,-0.02,103.2,0.32,103.5,28.0,0.47700000000000004,-0.33,0.201,29.4,14.3,0.47
335,Cleveland Cavaliers,NP,2.32,102.4,1.84,104.6,26.7,0.48200000000000004,0.47,0.215,29.4,14.5,0.493
131,New York Knicks,SF,3.62,107.5,3.77,111.1,25.3,0.504,-0.15,0.23399999999999999,36.2,19.2,0.512
915,Philadelphia 76ers,NP,-9.92,109.2,-10.23,98.8,23.3,0.51,0.31,0.18600000000000003,20.6,16.4,0.48700000000000004
310,Golden State Warriors,NP,-1.42,109.9,-1.45,108.4,27.0,0.51,0.03,0.265,33.9,16.4,0.489
189,Sacramento Kings,NP,-6.27,109.1,-6.78,102.0,25.9,0.48100000000000004,0.51,0.226,28.8,15.5,0.46799999999999997
427,Houston Rockets,NP,-0.57,105.7,-0.87,104.8,26.3,0.48100000000000004,0.3,0.23600000000000002,29.1,17.4,0.494
960,Denver Nuggets,NP,1.57,111.0,1.48,112.5,25.1,0.539,0.09,0.198,25.7,15.0,0.536
675,Phoenix Suns,FR,5.14,108.1,5.05,113.3,29.3,0.488,0.09,0.228,22.4,14.4,0.551
455,Golden State Warriors,NP,-8.11,107.4,-9.05,97.8,26.6,0.504,0.94,0.19899999999999998,33.3,15.9,0.429
47,Boston Celtics,WF,9.06,102.6,9.41,111.8,29.3,0.466,-0.36,0.244,31.3,16.6,0.518
447,Atlanta Hawks,NP,-5.55,104.3,-5.21,98.7,26.1,0.47200000000000003,-0.34,0.20600000000000002,28.9,16.7,0.456
162,Sacramento Kings,NP,-4.41,110.0,-5.06,104.8,26.4,0.484,0.65,0.215,27.3,15.1,0.484
553,Orlando Magic,NP,-7.25,110.4,-7.02,102.7,25.8,0.502,-0.23,0.218,28.1,13.7,0.461
701,New Orleans Hornets,FR,1.41,107.0,1.55,108.7,28.2,0.496,-0.14,0.23199999999999998,24.6,12.5,0.501
621,Utah Jazz,NP,-2.49,107.0,-2.63,104.1,25.6,0.49,0.14,0.28600000000000003,32.4,15.7,0.467
497,Phoenix Suns,NP,-0.3,104.0,-0.68,103.3,26.5,0.47600000000000003,0.39,0.18,30.1,14.7,0.47200000000000003
970,Minnesota Timberwolves,FR,2.35,111.1,2.23,113.4,27.1,0.539,0.12,0.225,24.4,12.5,0.523
281,Denver Nuggets,FR,0.96,108.2,0.84,109.1,26.6,0.48700000000000004,0.11,0.263,32.0,16.8,0.511
515,Los Angeles Clippers,NP,-3.45,106.8,-4.12,102.3,25.3,0.48100000000000004,0.68,0.252,29.1,15.7,0.467
913,Oklahoma City Thunder,CF,7.09,105.6,7.28,113.1,25.8,0.484,-0.19,0.228,31.1,15.9,0.524
613,Orlando Magic,NP,-1.26,107.5,-1.07,106.3,25.5,0.49,-0.18,0.27,28.5,15.1,0.496
176,Houston Rockets,FR,3.27,103.9,3.5,107.4,27.3,0.469,-0.23,0.22399999999999998,34.4,17.1,0.489
723,Indiana Pacers,NP,-3.11,106.8,-3.01,103.7,26.6,0.49,-0.1,0.22899999999999998,21.6,15.0,0.491
473,Utah Jazz,FR,5.0,102.4,4.7,107.6,32.0,0.473,0.31,0.273,30.2,15.8,0.49700000000000005
479,Chicago Bulls,NP,-8.52,107.6,-8.54,98.2,25.5,0.49700000000000005,0.02,0.218,26.6,15.3,0.456
947,Portland Trail Blazers,FR,-0.23,110.8,-0.52,110.3,24.8,0.508,0.3,0.214,23.0,13.7,0.52
451,Cleveland Cavaliers,NP,-4.48,104.9,-4.24,100.3,26.9,0.47700000000000004,-0.23,0.239,29.7,16.5,0.45899999999999996
249,Boston Celtics,NP,-4.28,108.7,-4.28,104.2,27.8,0.494,0.01,0.207,29.3,15.1,0.48200000000000004
376,New Jersey Nets,FR,1.88,106.6,1.57,108.3,27.8,0.499,0.31,0.253,36.7,14.4,0.46299999999999997
216,Sacramento Kings,NP,-5.63,109.9,-6.06,103.9,25.1,0.493,0.44,0.225,28.5,16.6,0.48200000000000004
163,San Antonio Spurs,SF,3.58,104.2,3.49,107.7,26.4,0.47700000000000004,0.09,0.27,34.2,17.1,0.488
980,Toronto Raptors,SF,7.29,105.9,7.78,113.8,25.8,0.501,-0.49,0.198,23.0,13.4,0.539
582,New York Knicks,NP,-2.72,108.9,-2.44,106.2,27.3,0.501,-0.28,0.239,28.3,14.7,0.485
7,Golden State Warriors,NP,-3.35,108.8,-3.4,105.5,25.6,0.519,0.05,0.254,35.6,18.5,0.47100000000000003
894,Boston Celtics,FR,2.84,103.6,3.21,106.8,25.2,0.48700000000000004,-0.37,0.20800000000000002,25.1,13.7,0.488
204,Indiana Pacers,FR,1.85,109.9,1.89,111.7,26.4,0.483,-0.04,0.264,31.8,17.1,0.518
718,Dallas Mavericks,FR,2.66,106.3,2.72,109.2,30.7,0.495,-0.06,0.226,24.3,12.9,0.506
32,Indiana Pacers,NP,-5.46,108.4,-6.21,102.5,24.1,0.499,0.75,0.255,31.7,19.8,0.478
22,Washington Bullets,FR,-2.36,107.2,-2.89,104.2,26.2,0.49200000000000005,0.53,0.24100000000000002,30.1,17.7,0.489
246,Utah Jazz,FR,1.74,107.4,2.17,109.6,29.3,0.48700000000000004,-0.43,0.27899999999999997,31.0,15.5,0.498
151,Los Angeles Clippers,NP,-2.8,107.4,-3.39,104.0,24.5,0.489,0.59,0.265,30.9,18.9,0.488
227,Denver Nuggets,NP,-2.14,106.3,-1.74,104.6,24.8,0.47600000000000003,-0.4,0.245,33.6,17.2,0.47
979,San Antonio Spurs,FR,2.89,104.8,2.89,107.9,29.3,0.507,0.0,0.18899999999999997,23.7,13.1,0.507
178,Los Angeles Clippers,NP,-3.16,106.5,-3.45,103.0,25.1,0.48100000000000004,0.29,0.218,33.3,17.5,0.47100000000000003
152,Los Angeles Lakers,SF,6.74,107.0,6.78,114.0,28.9,0.479,-0.04,0.271,32.8,15.0,0.512
383,San Antonio Spurs,SF,3.3,99.4,3.99,103.8,28.7,0.43700000000000006,-0.69,0.24100000000000002,30.6,16.1,0.493
60,New York Knicks,NP,-4.82,105.2,-5.61,99.5,25.5,0.484,0.79,0.218,29.5,17.5,0.466
656,Chicago Bulls,NP,-3.19,107.2,-3.09,103.9,25.7,0.496,-0.11,0.223,28.9,14.6,0.47
311,Houston Rockets,SF,1.63,107.4,1.74,109.3,29.0,0.495,-0.12,0.243,26.9,15.2,0.512
373,Miami Heat,FR,5.09,102.0,4.93,107.6,28.1,0.452,0.16,0.243,31.5,15.0,0.494
925,Brooklyn Nets,NP,-6.74,110.7,-6.73,104.1,26.0,0.513,-0.01,0.228,19.6,16.5,0.507
735,Philadelphia 76ers,NP,-3.93,110.3,-3.9,106.1,25.4,0.518,-0.03,0.204,27.6,14.5,0.496
356,Toronto Raptors,NP,-2.56,108.0,-3.12,104.6,25.1,0.504,0.57,0.218,32.5,16.4,0.48100000000000004
873,Houston Rockets,CF,3.82,103.4,3.44,107.0,27.6,0.486,0.38,0.223,26.8,16.7,0.512
277,Charlotte Hornets,FR,2.87,106.1,3.28,109.6,28.0,0.485,-0.41,0.247,26.0,14.9,0.517
864,Boston Celtics,FR,-0.4,104.5,0.16,104.7,25.0,0.494,-0.56,0.17600000000000002,24.7,13.8,0.489
426,Golden State Warriors,NP,-7.63,108.4,-8.27,99.8,26.9,0.499,0.64,0.21,32.6,15.9,0.444
840,Denver Nuggets,NP,-1.4,108.2,-2.15,106.0,26.0,0.5,0.75,0.222,27.5,15.9,0.49700000000000005
829,San Antonio Spurs,LF,6.67,101.6,6.4,108.3,28.6,0.48,0.27,0.204,20.5,14.7,0.531
362,Charlotte Hornets,SF,2.45,105.3,2.0,107.5,29.2,0.493,0.45,0.259,30.4,15.2,0.495
642,New York Knicks,NP,-3.06,108.8,-2.85,105.7,25.4,0.504,-0.21,0.27,31.0,17.1,0.494
72,Cleveland Cavaliers,NP,-3.19,106.4,-3.82,102.6,24.6,0.484,0.63,0.25,34.4,19.7,0.47600000000000003
21,Utah Jazz,SF,0.81,108.0,1.13,109.0,26.8,0.479,-0.32,0.292,30.8,18.4,0.505
26,Cleveland Cavaliers,FR,-2.27,108.7,-2.76,106.0,26.6,0.483,0.48,0.254,32.9,16.9,0.478
33,Kansas City Kings,NP,-2.71,112.1,-2.67,109.5,26.1,0.514,-0.04,0.278,34.0,19.4,0.508
42,San Antonio Spurs,FR,0.63,109.0,0.91,109.9,28.1,0.501,-0.29,0.272,33.2,18.8,0.517
449,Charlotte Hornets,SF,1.45,99.5,2.1,101.8,28.2,0.456,-0.65,0.24600000000000002,29.8,14.4,0.457
731,New Orleans Hornets,NP,-2.27,110.1,-2.46,107.4,27.5,0.523,0.19,0.18899999999999997,24.8,13.5,0.506
861,Utah Jazz,NP,-6.27,111.3,-7.17,103.5,24.5,0.518,0.91,0.20199999999999999,25.5,14.6,0.484
351,Phoenix Suns,FR,0.21,108.6,0.66,109.3,28.5,0.507,-0.45,0.24100000000000002,27.1,14.4,0.508
554,Philadelphia 76ers,NP,-2.95,101.9,-2.49,99.1,27.5,0.467,-0.46,0.242,28.2,15.9,0.456
483,Detroit Pistons,SF,1.69,102.4,2.13,104.8,29.5,0.474,-0.45,0.235,24.4,14.5,0.49700000000000005
45,Washington Bullets,FR,0.15,104.6,-0.27,104.3,27.1,0.491,0.42,0.2,27.5,15.6,0.486
202,Golden State Warriors,FR,3.77,109.9,3.9,113.6,25.5,0.499,-0.14,0.262,31.8,16.5,0.524
961,Detroit Pistons,NP,-0.26,107.3,-0.15,107.2,25.9,0.524,-0.11,0.16899999999999998,22.7,13.5,0.512
746,Chicago Bulls,CF,6.53,100.3,7.32,108.3,26.4,0.46299999999999997,-0.79,0.22699999999999998,29.4,14.2,0.501
959,Dallas Mavericks,NP,-2.7,109.5,-3.04,106.3,27.7,0.532,0.34,0.166,18.0,12.3,0.513
636,Memphis Grizzlies,NP,-4.44,112.3,-5.15,106.9,26.2,0.529,0.71,0.285,25.9,16.4,0.504
697,Miami Heat,FR,0.49,107.6,0.26,107.8,25.6,0.501,0.23,0.212,24.6,12.5,0.5
647,Sacramento Kings,NP,-1.35,108.0,-1.8,106.2,27.3,0.513,0.46,0.289,23.1,14.6,0.491
317,Minnesota Timberwolves,NP,-5.14,109.8,-5.35,104.1,26.4,0.509,0.22,0.27699999999999997,29.8,17.4,0.48
159,Philadelphia 76ers,SF,4.23,108.4,4.99,113.5,27.4,0.495,-0.75,0.281,32.0,14.7,0.502
505,Atlanta Hawks,NP,-3.87,106.1,-3.56,102.3,27.2,0.469,-0.31,0.248,27.9,16.7,0.47600000000000003
330,Washington Bullets,NP,0.99,107.6,1.06,108.7,24.8,0.489,-0.07,0.228,28.2,16.2,0.521
306,Cleveland Cavaliers,FR,2.49,106.7,2.59,109.9,27.5,0.506,-0.09,0.226,28.6,13.1,0.51
371,Los Angeles Clippers,NP,-7.53,111.2,-7.37,103.3,25.7,0.498,-0.16,0.221,29.6,16.1,0.47700000000000004
839,Dallas Mavericks,FR,2.91,108.7,2.4,111.2,30.6,0.515,0.5,0.201,24.6,13.5,0.526
