,MP,FGA,FG%,3P%,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Age,MOV,SOS,ORtg,DRtg,Pace,FTr,3PAr,TS%,OeFG%,OTOV%,ORB%,OFT/FGA,DeFG%,DTOV%,DRB%,DFT/FGA,Team,Result,G,WIN_PCT
447,0.12244897959183543,0.4789915966386555,0.3548387096774194,0.5614035087719301,0.23880597014925248,0.04651162790697661,0.13513513513513517,0.6725663716814166,0.4428571428571429,0.5090909090909086,0.606060606060606,0.06944444444444445,0.4594594594594596,0.30303030303030304,0.5588235294117647,0.2411347517730499,0.32954545454545475,0.230723606168446,0.23809523809523808,0.12931034482758627,0.6428571428571428,0.6500000000000004,0.1570247933884299,0.25827814569536434,0.39473684210526316,0.385714285714286,0.9444444444444446,0.5217391304347826,0.094594594594595,0.4666666666666671,0.4186046511627908,0.22916666666666563,0.5666666666666667,Atlanta Hawks,NP,82,0.3048780487804878
654,0.25,0.0,0.6153846153846151,0.8421052631578952,0.6279069767441866,0.670886075949367,0.6000000000000001,0.6018518518518509,0.28888888888888864,0.7173913043478253,0.6285714285714283,0.4624999999999999,0.810810810810811,0.4878048780487804,0.7547169811320754,0.46428571428571414,0.5205479452054793,1.0,0.0,0.729323308270677,0.0,0.29032258064516187,0.8918918918918923,0.6117021276595744,0.7407407407407404,0.6627906976744183,0.9705882352941172,0.4639175257731959,0.9032258064516129,0.0,1.0,0.6029411764705898,0.6272727272727274,Boston Celtics,WF,82,0.8048780487804879
301,0.5294117647058809,0.6058394160583939,0.31578947368421073,0.3571428571428567,0.4216867469879521,0.09230769230769252,0.10526315789473692,0.49107142857142955,0.3095238095238095,0.2500000000000001,0.2966101694915253,0.2528735632183907,0.2826086956521741,0.37142857142857155,0.5789473684210529,0.4901960784313724,0.03773584905660363,0.2053056516724337,0.4714285714285715,0.2867647058823535,0.8241758241758234,0.7404580152671754,0.0,0.4042553191489361,0.26582278481012656,0.3561643835616441,0.4571428571428576,0.25581395348837216,0.0,0.7096774193548387,0.5813953488372094,0.2765957446808518,0.6300000000000002,Washington Bullets,NP,82,0.25609756097560976
709,0.7741935483870909,0.29896907216494895,0.3968253968253972,0.860759493670886,0.39189189189189266,0.0,0.0,0.4220183486238522,0.0,0.7755102040816337,0.43137254901960825,0.5205479452054795,0.0,0.3846153846153846,0.0,0.21518987341772172,1.0,0.707909604519774,0.14563106796116507,0.5344827586206895,0.18749999999999936,0.1551724137931043,0.0,0.5515463917525772,0.437499999999999,0.5675675675675672,0.0,0.0,0.0,0.3235294117647067,0.0,1.0,0.0,San Antonio Spurs,FR,82,0.6585365853658537
496,0.16216216216216112,0.1976744186046513,0.266666666666667,0.0,0.15909090909090803,0.6533333333333332,0.5979381443298968,0.7476635514018697,0.53125,0.5624999999999998,0.6875,0.3015873015873015,0.6857142857142857,0.26470588235294124,0.35000000000000026,0.21111111111111094,0.7796610169491525,0.6278637770897832,0.13445378151260504,0.27857142857142797,0.08791208791208766,0.18292682926829293,0.6301369863013699,0.0,0.20689655172413832,0.0,0.8048780487804876,0.6785714285714286,0.6756756756756755,0.15909090909091014,0.6136363636363634,0.6833333333333323,0.27777777777777773,Philadelphia 76ers,FR,82,0.524390243902439
532,0.24999999999999703,0.0,1.0,0.6761904761904762,0.8644067796610178,0.8088235294117646,0.9565217391304349,0.3538461538461533,0.4074074074074074,0.06250000000000014,0.3066666666666663,1.0,0.5277777777777776,0.7647058823529412,0.5178571428571425,0.5585106382978724,1.0,0.6902298850574713,0.7005988023952096,0.7189189189189188,0.412280701754386,0.2906976744186044,1.0,0.0,0.9189189189189203,0.8055555555555554,0.8225806451612901,0.7807017543859649,1.0,0.4583333333333327,0.7045454545454544,0.3770491803278687,0.6458333333333336,Utah Jazz,FR,82,0.573170731707317
219,0.6774193548387091,0.12121212121212142,0.7681159420289861,0.6842105263157892,0.6883116883116881,1.0,0.8478260869565215,0.7727272727272725,0.12280701754385985,0.9019607843137255,0.5362318840579705,0.7572815533980582,0.5499999999999998,0.44736842105263164,0.3424657534246575,0.5071090047393364,0.7068965517241381,0.7788093937738941,0.0,0.7770270270270272,0.1807228915662648,0.33050847457627136,1.0,0.2,0.8533333333333346,0.7260273972602738,0.5937499999999997,0.3962264150943398,1.0,0.15217391304347827,0.3947368421052631,0.7500000000000012,0.3809523809523811,Utah Jazz,CF,82,0.6707317073170732
836,0.5581395348837178,0.5090909090909086,0.14492753623188348,0.458823529411765,0.11764705882352906,0.41428571428571426,0.39639639639639623,0.4620689655172413,0.27142857142857146,0.7547169811320761,0.6105263157894741,0.44444444444444453,0.15789473684210514,0.5357142857142855,0.0,0.22535211267605648,0.29166666666666674,0.5630159603742433,0.06857142857142857,0.33070866141732225,0.36,0.26881720430107536,0.3904109589041095,0.30188679245282996,0.15000000000000022,0.12048192771084361,0.0,0.15178571428571422,0.40425531914893564,0.48437499999999956,0.3333333333333332,1.0,0.0833333333333334,Charlotte Bobcats,FR,82,0.524390243902439
822,0.0,0.4038461538461531,0.32394366197183044,0.7244897959183676,0.4431818181818188,0.38000000000000006,0.39823008849557534,0.4926470588235294,0.5384615384615384,0.16666666666666632,0.2739726027397261,0.0,0.5757575757575756,0.0,0.5400000000000006,0.5271317829457366,0.9253731343283582,0.7299349240780911,0.2138364779874214,0.8934426229508188,0.5555555555555555,0.181818181818181,0.41216216216216234,1.0,0.5308641975308649,0.5978260869565215,0.0,0.4867256637168143,0.373134328358209,0.7746478873239436,0.8333333333333334,0.8222222222222229,0.6309523809523813,New York Knicks,SF,82,0.6585365853658537
419,0.12499999999999407,0.6296296296296297,0.5272727272727278,0.18666666666666681,0.6065573770491796,0.45333333333333364,0.5543478260869565,0.4310344827586211,0.6065573770491802,0.25000000000000017,0.38461538461538464,0.3595505617977528,1.0,0.04761904761904766,1.0,0.7178217821782177,0.1643835616438355,0.536123567513702,0.168,0.741258741258741,0.621848739495798,0.5346534653465341,0.5230769230769233,0.5906040268456376,0.5294117647058824,0.5166666666666667,0.2222222222222224,0.7215189873417719,0.4040404040404042,0.859375,0.9183673469387758,1.0,1.0,Boston Celtics,NP,82,0.4268292682926829
91,0.0,0.5211267605633806,0.030769230769229942,0.0,0.0,0.4142857142857146,0.4893617021276592,0.6126126126126128,0.849056603773585,0.3387096774193547,0.5526315789473687,0.0,0.7249999999999998,1.0,0.0897435897435901,0.15602836879432636,0.2708333333333329,0.48528702363724063,0.7282608695652174,0.31250000000000017,0.38372093023255804,0.4230769230769234,0.42592592592592604,0.09090909090909088,0.043478260869565216,0.0,0.3260869565217393,0.6395348837209301,0.4000000000000001,0.30303030303030243,0.6499999999999999,0.18518518518518515,0.06086956521739135,Washington Bullets,FR,82,0.5121951219512195
131,0.42857142857143243,0.6560846560846559,0.673469387755102,0.7454545454545456,0.9166666666666666,0.44047619047619047,0.45783132530120463,0.43902439024390283,0.8043478260869568,0.18867924528301896,0.44776119402985104,0.5468749999999998,0.8679245283018869,0.47826086956521746,0.8115942028985507,0.9086538461538466,0.1346153846153845,0.7923930269413629,0.3944954128440367,0.8312499999999998,0.5660377358490569,0.7416666666666671,0.24460431654676268,1.0,0.7638888888888885,0.8983050847457628,0.6101694915254238,0.7613636363636369,0.23214285714285687,0.8636363636363635,0.8958333333333333,0.24242424242424176,0.5871559633027524,New York Knicks,SF,82,0.6341463414634146
951,0.22222222222222104,0.0,0.5166666666666672,0.7031250000000006,0.4523809523809524,0.4923076923076926,0.5499999999999998,0.3761467889908261,0.34883720930232565,0.7045454545454537,0.5750000000000002,0.13445378151260517,0.03333333333333351,0.41935483870967744,0.26829268292682923,0.1555555555555554,0.4666666666666668,0.5845488924905456,0.543859649122807,0.5161290322580642,0.18947368421052602,0.0,0.7446808510638302,0.36619718309859156,0.5526315789473678,0.5131578947368425,0.5952380952380951,0.520408163265306,0.7631578947368419,0.125,0.25714285714285723,0.6760563380281698,0.31000000000000016,Utah Jazz,SF,82,0.6219512195121951
938,0.3333333333333263,0.6774193548387096,0.33333333333333365,0.5937499999999997,0.27380952380952384,0.1999999999999999,0.3875000000000002,0.0,0.627906976744186,0.5227272727272726,0.625,0.22689075630252098,0.20000000000000018,0.6451612903225807,0.47560975609756084,0.2944444444444443,0.4166666666666667,0.42895732036736894,0.23684210526315794,0.37096774193548365,0.3368421052631582,0.3711340206185575,0.35106382978723405,0.30516431924882625,0.2631578947368425,0.3289473684210526,0.40476190476190493,0.6224489795918366,0.2631578947368419,0.17857142857142858,0.4857142857142855,0.3239436619718322,0.56,Miami Heat,NP,82,0.5
921,0.8378378378378388,0.0,0.4794520547945205,0.3838383838383835,0.4594594594594595,0.3064516129032262,0.31914893617021284,0.554744525547446,0.49999999999999983,0.35087719298245595,0.27027027027027034,0.09174311926605505,0.46511627906976744,0.5357142857142857,0.5192307692307692,0.02272727272727304,0.12499999999999982,0.5726536445926631,0.504201680672269,0.4522292993630578,0.3888888888888895,0.0,0.45000000000000023,0.5966850828729282,0.3690476190476195,0.39805825242718457,0.7142857142857143,0.5666666666666664,0.43181818181818177,0.31578947368420984,0.6382978723404257,0.7000000000000008,0.4533333333333331,Utah Jazz,NP,82,0.4878048780487805
243,0.17647058823529216,0.9090909090909086,0.45161290322580555,0.5545454545454546,0.4411764705882353,0.8983050847457625,0.8333333333333333,0.5876288659793815,0.5869565217391305,0.30303030303030315,0.40476190476190516,0.5925925925925926,0.5714285714285715,0.3076923076923077,0.6931818181818179,0.6405228758169937,0.3333333333333333,0.5401885945217781,0.6859504132231405,0.5072463768115943,0.6599999999999995,1.0,0.656862745098039,0.5142857142857143,0.49295774647887325,0.39393939393939426,0.5384615384615383,0.34117647058823525,0.7283950617283954,0.7733333333333332,0.7111111111111112,0.43750000000000056,0.6604938271604935,Sacramento Kings,NP,82,0.3048780487804878
436,0.25,0.7481481481481477,0.6727272727272734,0.27999999999999947,0.5901639344262287,0.3733333333333334,0.5108695652173915,0.3448275862068969,0.6885245901639343,0.5384615384615387,0.6769230769230767,0.31460674157303387,0.8333333333333334,0.5714285714285715,0.5441176470588234,0.7574257425742572,0.2876712328767125,0.6078724464374688,0.152,0.5734265734265738,0.29411764705882376,0.8019801980198019,0.43846153846153857,0.19463087248322147,0.47058823529411764,0.5,0.5185185185185186,0.8734177215189873,0.2828282828282826,0.5156250000000009,0.9387755102040818,0.4935064935064948,0.32203389830508483,Orlando Magic,NP,82,0.5
627,0.4864864864864873,0.5897435897435901,0.1607142857142867,0.3285714285714296,0.15714285714285647,0.18032786885245922,0.46835443037974683,0.05084745762711869,1.0,0.6326530612244898,0.9583333333333328,0.31081081081081097,0.5,0.5161290322580645,0.3965517241379311,0.18787878787878753,0.4927536231884057,0.6612665684830633,0.0,0.23636363636363586,0.13385826771653564,0.2941176470588234,0.42063492063492075,0.5123456790123458,0.028571428571428616,0.16249999999999942,0.32558139534883723,0.7894736842105263,0.17500000000000018,0.22222222222222154,0.5312499999999999,0.8651685393258425,0.3716814159292034,Cleveland Cavaliers,LF,82,0.6097560975609756
526,0.3750000000000015,0.7319587628865971,0.561403508771929,0.619047619047619,0.5762711864406775,0.2352941176470585,0.4021739130434782,0.3307692307692302,0.4629629629629631,0.22916666666666693,0.4399999999999996,0.36986301369863,0.3888888888888887,0.5294117647058825,0.44642857142857134,0.6010638297872339,0.2297297297297297,0.6178160919540231,0.7365269461077845,0.6216216216216216,0.38596491228070207,0.5465116279069765,0.31654676258992775,0.2907488986784141,0.608108108108109,0.6249999999999997,0.4516129032258062,0.5350877192982455,0.1724137931034484,0.49999999999999944,0.6136363636363639,0.39344262295081867,0.2916666666666669,Phoenix Suns,FR,82,0.5365853658536586
753,0.24324324324323784,0.6930693069306925,0.2142857142857145,0.46913580246913544,0.2741935483870977,0.4404761904761903,0.46067415730337086,0.6870229007633591,0.6111111111111112,0.9454545454545447,0.8448275862068967,0.16000000000000014,0.3947368421052631,0.7619047619047619,0.7297297297297297,0.506410256410256,0.30555555555555547,0.4820886460230723,0.33561643835616445,0.29906542056074786,0.45238095238095233,0.7906976744186048,0.4682539682539679,0.5625000000000001,0.3492063492063481,0.31666666666666604,0.6428571428571427,0.5454545454545453,0.44827586206896547,0.3809523809523818,0.2564102564102565,0.63157894736842,0.5957446808510635,Indiana Pacers,FR,82,0.45121951219512196
336,0.3750000000000015,0.43065693430656965,0.1707317073170727,0.07339449541284411,0.28735632183908,0.23376623376623387,0.26136363636363613,0.290697674418605,0.32835820895522383,0.3018867924528304,0.3295454545454542,0.16666666666666674,0.38775510204081637,0.2285714285714285,0.4629629629629628,0.19871794871794843,0.3620689655172416,0.18449833571088922,0.4575163398692811,0.05673758865248203,0.6495726495726502,0.47286821705426346,0.24590163934426207,0.3831168831168831,0.12195121951219529,0.17567567567567505,0.6444444444444445,0.31182795698924726,0.20370370370370366,0.4868421052631579,0.5254237288135594,0.3440860215053762,0.3899999999999999,Dallas Mavericks,NP,82,0.2926829268292683
613,0.7499999999999949,0.03937007874015747,0.8478260869565227,0.6891891891891895,0.5079365079365079,0.6823529411764707,0.725925925925926,0.3504273504273501,0.388888888888889,0.39344262295081994,0.4629629629629631,0.034482758620689724,0.07894736842105259,0.39285714285714307,0.6153846153846154,0.31122448979591866,0.3943661971830986,0.515058389674247,0.2653061224489796,0.48598130841121506,0.5337837837837838,0.21052631578947367,0.7725118483412321,0.0,0.5762711864406772,0.4383561643835616,0.660377358490566,0.6213592233009709,0.7591240875912411,0.45205479452054753,0.1860465116279071,0.5243902439024385,0.6517857142857144,Orlando Magic,NP,82,0.43902439024390244
