,MP,FGA,FG%,3P%,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Age,MOV,SOS,ORtg,DRtg,Pace,FTr,3PAr,TS%,OeFG%,OTOV%,ORB%,OFT/FGA,DeFG%,DTOV%,DRB%,DFT/FGA,Team,Result,G,WIN_PCT
473,-0.7232943626121244,-1.3080461251999271,1.8603575118217506,1.226899618237535,1.4270870939534583,1.7978902199715452,1.4231698134672932,0.11487395943525046,-0.3566643534468569,-1.0511950709752862,-0.9781541994475786,2.063500367468171,0.3219245732525582,0.42981363571868286,2.07238439236872,0.6195154921647544,2.2977239573834356,1.0452212119540034,0.6026359447957205,1.3717091032707946,-0.20652671886643859,-0.729083619087976,1.8308680879291266,-1.0116449928648201,1.6160367453654203,1.3305390852635215,1.0858938376234581,0.884739815656036,2.121313727068741,0.011170782982230888,1.3237485056138547,1.0234544313713114,2.4239286725173383,Utah Jazz,FR,82,0.6463414634146342
137,-0.5733705602767921,0.5088467749682771,-0.04217238047304046,1.542718391537721,-0.13121800247009627,-0.24709227604769224,0.09006114624235848,-0.6735464537977358,1.7804232687933685,-1.2856845736549203,0.24597029939823192,-0.10556917829925141,1.102165260478288,0.6326492100452696,0.5947068908906077,0.5642661012801171,-0.39296553553548036,0.521029015861204,-0.7683024637145386,0.8756573022032099,0.32995874963149274,-0.1638245163530389,-0.21556227660416186,1.114642929153341,0.10593462867937133,0.41787461377705054,-0.27069840643259296,2.179604161417984,-0.44127784203139203,0.5539128905800828,1.1229280828411936,-0.8422842841044064,0.8190973475116518,Seattle SuperSonics,SF,82,0.573170731707317
522,1.0489761780391733,0.3323329976879262,-0.46017589903029643,1.2059253410675603,-1.0375942634208453,-0.3388146245077358,-0.49238268609861435,0.3552108253651474,1.179218775340736,-0.047228340265723014,0.7693151995512699,0.2593503556036068,0.07362520923181314,-0.23673375006536956,-0.11787187977692537,-0.2739608724708841,1.0071185081307845,0.49329591175480636,-1.211598632416265,0.07011044472200247,-0.6999235612164643,-0.7730330494499674,-0.5526173259589192,-0.43583493966492165,-0.47842588568736244,-0.5047992634290067,-0.0747542207212323,1.2579109490937317,-0.42549680850911975,-0.832842156787114,-0.018498101702189726,0.9966811958132917,-0.1545314724354599,New Orleans Hornets,FR,82,0.573170731707317
630,0.22764945423480948,-0.2517022428068106,-0.3675637338847564,-0.8081620252957675,-0.28562128645592877,-0.4668002762961811,-0.7922818616084791,0.6841149551811826,0.44740569831890636,-0.7745538814838625,-0.38197847305921445,0.16700107554216131,-0.22907236992857877,1.4291319265067937,-1.2543771544094755,-0.677784362967249,1.536699898168978,1.0742813651137832,-1.3499190769439555,0.9303610766549574,-0.6934859961454944,-1.823329384642517,-0.6317305764984567,-0.2715190168881887,-0.44550430222574017,-0.5028151795620431,-2.3901299602098804,0.5171026043085114,-0.39360287177040637,-1.2402211119821283,0.09405539448723495,-0.9836916476805885,-0.4733055920964317,Detroit Pistons,CF,82,0.6463414634146342
767,-0.3743959109448735,-0.270883935258562,-0.8552812411896473,-0.5740773998468861,-0.6268881945538496,-0.34091213373912865,-0.9632534088840041,1.5035257672719946,1.0116963041173497,-2.1796961038351226,-1.2547903276889165,-0.21370287750346081,0.872675727829504,-0.7693483516982036,-1.2156809977729501,-0.8053075237162913,0.055797982572628586,0.321842025715009,0.8508192363959822,0.4849001331049006,-0.0368644698515148,-1.8004649762110754,-0.8002605072038552,0.1458955272881099,-0.47843565492842677,-0.7049217641026108,-1.0609897394473087,1.4112435265559526,-0.22431073556272735,0.7232935887114201,2.104029508415919,-0.9081504219586043,0.09235146122181623,Portland Trail Blazers,FR,82,0.5853658536585366
909,0.016204139345356996,-1.152366312426052,0.9317515466449547,-0.43730618654095105,0.18401674690867353,-0.44015318717617496,-0.294138886629706,-0.312053631353348,0.06711896587046201,-1.6386569900950654,-1.1973057837490246,0.3674851701815014,0.36564162269030037,1.0062020766178599,0.3439731420944291,-0.9668912304583351,-1.5632899755280882,-0.8117517112633243,0.7312537419613852,-0.6490735050743813,0.7936005831292821,-0.7497284475195468,-0.02082405477791213,-1.9358888578081246,-0.2554637661544681,-0.1841006508921733,1.150971702859411,0.4356717740872403,-0.11151527863438002,0.4531854584242966,0.8928279999895674,-1.6686352770500412,0.6695927820916808,Milwaukee Bucks,NP,82,0.4024390243902439
96,-0.5365671952390098,-0.005229077814672708,-0.34690505226723467,-0.3105205915893716,-0.09107640209311851,1.0777577190606749,0.7249585654028418,0.9904295913668828,1.7864276333241451,1.0122089373231198,2.058956512428299,-0.6741522527004076,-0.7812601766321832,0.02319849021377734,-1.480057844402487,0.2546378097402974,0.10391372209755952,0.8995494538955288,-1.2250636865391427,1.0787150296930592,-0.13102184289757463,-0.9597796652710727,0.5786715070717071,0.8348830474804823,0.11031743126779207,-0.2593445832420308,-1.070326985932973,2.084129863575172,0.9366270595035716,-0.6083938600314318,-1.110687400002208,0.20569680716035937,-1.6705034699641488,Dallas Mavericks,CF,82,0.6463414634146342
708,1.1839859308018001,0.21833777076199049,-0.8864043646321933,0.14663268676744032,-0.8676836160957235,0.8415042945566219,0.4214869008638143,1.0052532570700088,-0.9134481915021968,-1.0152970295589256,-1.5835798296774921,-0.9086441840155071,-0.5106820573504273,-0.670920535725745,1.6272407613941184,0.15550736499468643,-0.1649507193011919,-1.8238024043119403,0.6110432657099844,-0.9505774219419247,1.9587383557527838,0.8561277472456996,0.2991603194898656,0.32964115867182675,-0.16227665171323646,-0.5524493232573632,1.080394445737513,-1.0117756621834515,0.7727063132907424,1.594641410838871,-0.25240088234140823,-1.672888427237729,1.221895235614812,Sacramento Kings,NP,82,0.2073170731707317
438,0.05349958187693775,0.16081196310529486,0.5971622019987698,0.6799126585423896,0.5918820612425797,-0.6352085014113967,-0.7432112624227434,0.2599244818882599,0.05665810629653519,0.5295300471941249,0.45568072068462634,1.62996286205104,1.1859054698872475,0.144535897210829,0.44293347030877284,0.3601033669385623,0.4622181138785787,1.0946044937743589,0.07518292320039137,0.17076764585632828,-1.5492670986969934,0.3763044293349865,-0.7158645196197463,0.45138211105387444,0.5503255180632113,0.8023025066038582,0.8086910417721384,0.1938870022002192,-0.6115822028451283,-1.4546189445722377,1.3086321580489466,-0.31492024880752084,0.470004108563358,Phoenix Suns,SF,82,0.6463414634146342
614,0.8740352032302133,0.283480657992547,0.34297916685143304,0.36105929941030773,-0.14726982714579828,1.0176096352508661,0.8058972446316656,0.4817078829695887,-0.5677212232599419,-0.11344524002886841,-0.5632622321293634,-0.20925825655908106,0.9570473351803424,0.2275626332024391,-1.1363805515162546,0.588458439967832,-0.02305218819215256,-0.5059175377808506,-0.7247224478129392,-0.07287845919658101,0.5542463054781216,0.936505306603379,0.5855909687084483,-0.9882453518490382,0.181345053271054,-0.1779883628724755,-0.4191820253249553,-0.7024805105469037,0.7728134691235704,0.5414608323976408,0.6857973479745627,-0.6793789478195237,-0.3210976913349499,Philadelphia 76ers,NP,82,0.4634146341463415
764,-0.07083165882737742,-1.1483952748285406,0.16522478522983014,0.4959485229446342,1.15292055969998,-0.5104264543828941,0.6040741716730166,-2.6339407176042484,-0.3372321013724504,1.4752821190591388,1.0941771657447361,-1.0879419218357904,-0.7956749283151343,-0.2782749357206278,-0.6149915635792568,-0.08746167778066385,0.5265934605291568,1.1562734238179713,-1.4405311079689804,0.20212899716899813,-1.5211444401888374,-0.37904525814970363,0.9860352678047497,2.511768942770956,0.6989645896219914,1.2636097579924463,1.1476011467491318,-0.10239306344096671,-0.09572496358409457,-1.4160254764913887,-0.13884458684978235,1.844387970369551,-0.5233249469236286,Orlando Magic,FR,82,0.6341463414634146
426,-0.9808256677436138,1.5982065648341675,-2.1064455732952365,-1.3458545090325393,-2.03870487761331,-0.39674835201423697,0.40511105697632876,-1.728774319963218,2.7168910971719322,-0.5941068822177973,1.5617603554741706,0.1293621319088136,0.9824068981314487,-0.8777911806218561,0.8858669406175437,-0.4996107245903003,-0.5033476918084493,-1.7337985710173647,2.0342973567410247,-1.3242547631500252,1.3374739204745705,0.9550150289940916,-0.23678595648960832,-0.4405272306277307,-2.3624239919899965,-2.177365930728752,-0.2840563515902123,1.7663434522477732,-0.9078857521949165,1.2533378637968937,0.34006218492223267,-1.071474219315545,0.9630833542396464,Golden State Warriors,NP,82,0.23170731707317074
594,0.4600185280159203,-0.6614548686492747,1.066450846928684,0.2598277201363915,1.1150429769610135,0.35616337233780276,0.2293411872640186,0.31088948475342104,-1.2529020099529744,-0.05042010667949956,-1.004076152926262,0.1480119375661788,-0.22828652031824598,0.4477845363015726,1.2463528629533134,0.24327332155094847,-0.7774874381171001,-0.3995451324012872,-0.2479313637254792,-0.34617268118375255,0.204196007281415,0.7207206737454578,0.4009451677643418,0.05201291325521181,1.1370824961860966,0.902655268853278,1.8672653855384478,-0.7438840769838536,0.5192340495673987,0.003585833327136298,0.09797104971065063,0.05200987160340235,1.2593050082042552,Boston Celtics,NP,82,0.4024390243902439
176,0.38376765002891144,0.34412781908872875,-0.41029683425950614,0.1408828836135948,0.0861272313897002,-0.6369138692567186,-0.43740943329616766,-0.7805387391696716,0.9022550258619634,0.7285957053842216,1.1115844377101987,-0.8237427897061397,0.9592875210094135,-0.261334392306676,-0.13583921007271593,0.07062753596774538,0.0703450226711806,0.679593300343775,-0.8492315949980055,-0.1320706114607121,-1.4443755970524823,0.15966834908403718,-0.5897182509241404,2.003052877162828,-0.21905843090473165,0.06783827745001358,0.607260212082034,0.8684327521602215,-0.7350173920869062,-1.1802994936211284,0.7039526613167186,-0.415220089587443,-0.7566542758201591,Houston Rockets,FR,82,0.6341463414634146
950,-0.6097498436202206,-0.45601886979866374,0.4978255371062576,0.32352076982815153,0.0548810564076564,1.2003949873329067,0.8554417398826603,0.8715456093113908,0.37900418847284484,-0.6593846889391914,-0.12816537977397194,-1.8620204185750369,0.8984097069817906,0.22571446937541412,0.5544105437471544,0.31727567257374223,-0.3049241785379025,0.9757361619686484,-1.5801203418256322,1.048979919101805,-0.4011127853844812,-0.7169257863253626,0.9898558616904617,-0.5669651194058614,0.4718589116859803,0.1688818145498069,-0.9712840896660123,0.6522337703514975,1.276207329631802,-0.5095309067364959,0.8803990890564136,-0.2757001675220935,0.586467467810681,Toronto Raptors,SF,82,0.6219512195121951
262,-1.3524234153212646,-0.5370994369681538,-1.27645431380684,-0.3130821470048673,-0.8621526764007001,-0.4542087717957224,-0.017583119651660883,-1.1677399201236704,-0.1336028493196593,-1.8365612399122444,-1.5742179445092583,-0.36394412069036614,0.7745914258711177,-0.22854873078891397,0.0225955298406068,-1.279864377489418,-0.8464632900087999,-1.1944309059744398,0.827106994561995,-1.1678904254760853,0.8906083218740006,-0.26653895396939675,0.13578743017042785,1.1514021661588674,-1.0661741234249422,-0.8876642915300178,0.4176244439528179,-0.4747829275481855,-0.2805876912447564,1.5714430284235092,1.0636284151459525,-0.5955852002286712,0.6852233583806396,Milwaukee Bucks,NP,82,0.24390243902439024
770,-0.6779601630623696,0.45401673656011915,0.45679793563539517,-2.051732245606602,0.3816700995233191,-0.22790258664328564,-0.1306106317130862,-0.3066158198613635,0.6744642027448994,-1.2493380107347642,-0.6524909703982373,0.2962698983570646,-0.28233626488601543,-0.9330394903573965,1.1012639626884404,-0.11221498281292892,-1.0950354079877707,-1.3300780009862874,0.024867368078379425,-0.3634132747028158,1.651140202296818,0.3532012632758534,-0.2643717747012745,-1.4155809269305692,-0.47843565492842677,-0.42370297523188827,0.3680984810327397,0.8325001244983063,-0.352896507541359,1.456774411066669,-0.45925517188774045,-0.9081504219586043,1.1184788081308872,Toronto Raptors,NP,82,0.2682926829268293
908,0.016204139345356996,-1.395481568212137,1.1206201033973073,-0.9440558447643695,0.8945764626946492,-0.3763628701941195,-0.15907511215688205,-0.39741784661717694,-0.5735620719839559,0.7314067747391633,0.20441806064007362,-0.6717146963153641,-1.1578651385192897,1.8348390808913921,-1.518137100822787,-0.7029536789228463,0.8788314527676548,0.3202477648964223,-0.5016038064693799,-0.09095297523336135,-0.6857993478487195,-1.0350373704656783,0.18741649300121108,-1.286760913869668,0.21981765924919713,0.2893010228305656,0.1644245289799164,-0.0053456659397201544,0.033939432627853386,-1.0507485850191551,-0.8985148025372771,0.8503965651775415,-0.7530547719274663,Miami Heat,SF,82,0.5853658536585366
463,-1.2634369338332208,-0.23572562680280673,-1.1809622440240926,-0.7918288316284796,-1.110419592813426,1.0185357150511452,0.6435348743305462,0.3629528292794601,-0.6543123030859603,-1.5084649268495376,-1.502488243513751,-1.1938952960153875,0.094221826317823,-0.3333248603532648,1.1458816064690351,-0.7333421337974299,-0.09535646112046275,-1.123215927087705,-0.4920852793074675,-0.908265906992273,0.8365492376556329,0.27535462098572777,0.6403933222352973,-0.1453741820455348,-0.8110073432351673,-1.1714112119539086,-0.2494102453905488,-1.1093628776619768,0.904137837505802,0.9830289024362858,0.6973593526077644,-1.2651376464903243,0.9290527800202472,New Jersey Nets,NP,82,0.3170731707317073
971,2.421035422766796,1.440973283239066,1.5110618590235847,0.023634407934663943,1.3232669285450749,-0.2945594504883985,-0.3371908306272638,0.18759267372676827,-1.0837349203005469,1.366411997476966,0.4524614510680139,1.8195501643037975,0.42595789055028016,1.3638822161030133,-0.5402212201027361,1.411083987687645,0.7055906153291608,0.29187716365181193,0.7342851009298602,0.3084772932267028,-0.12344256501860384,1.8737355231656527,-0.5429484053343026,-0.3794528203109464,0.9490799440714113,1.166303486602779,0.38380395187758554,-1.1707309648741793,-0.48610011990808705,-0.5738660986852914,-0.594369080641035,-0.6900963224273723,-0.9156939916295949,New Orleans Pelicans,SF,82,0.5853658536585366
